name,category,branch,city,postal_code,state,address,image,rating,reviews,distribution,range_min,range_max,est_low,est_mid,est_high,banner_text,website,phone,lat,lng,place_id,url,captured_at
EVO Fitness Berlin Spittelmarkt,Fitnessstudio,Fitness & Sport,Berlin,10179,,"Wallstraße 27, 10179 Berlin, Deutschland",https://lh3.googleusercontent.com/gps-cs-s/APNQkAHKkeJGSB0JcMIhcjfVw7IW7xuVzMPKE5nHj1Jl5A55A_OWFm5Gk00-M3QuSjYkgFXoaoc26ngkITFLqdtYK9knvE7ijDcLDeiXxaEVh17EZx78c7ff6x8eo96FC6Yjj6A-jCirt05Pmn5u=w408-h277-k-no,4.9,476,"{""oneStar"":6,""twoStar"":5,""threeStar"":10,""fourStar"":11,""fiveStar"":444}",21,50,4.49,4.62,4.73,21 bis 50 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt,https://evofitness.de/clubs/berlin-spittelmarkt,+49 173 2892579,52.5118082,13.4086774,0x47a84f44675bf925:0x4e4c9980c412e171,"https://www.google.com/maps/place/EVO+Fitness+Berlin+Spittelmarkt/@52.5118082,13.4086774,17z/data=!4m8!3m7!1s0x47a84f44675bf925:0x4e4c9980c412e171!8m2!3d52.5118082!4d13.4086774!9m1!1b1!16s%2Fg%2F11wqdr_8bj?entry=ttu&g_ep=EgoyMDI2MDYyOS4wIKXMDSoASAFQAw%3D%3D",2026-07-01T11:55:59.646Z
Holmes Place Fitness - Potsdamer Platz,Fitnessstudio,Fitness & Sport,Berlin,10963,,"Gabriele-Tergit-Promenade 17 a-d, 10963 Berlin, Deutschland",https://lh3.googleusercontent.com/gps-cs-s/APNQkAHyDgYJCq4zXn5c6xhmNY28oHK4BmQmLWHnZXbJpUG_IhDFzKCcdkUoHFvhu-EvAplixcKxgYqkU_YZt5qrrIHw7Syox_vg2Brhx0q-TKL7UBgS7qB15Jv9csOc9l9hIA2AkmsH=w426-h240-k-no,4.7,2495,"{""oneStar"":71,""twoStar"":63,""threeStar"":77,""fourStar"":203,""fiveStar"":2081}",21,50,4.6,4.62,4.65,21 bis 50 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt,https://www.holmesplace.de/clubs/berlin-potsdamer-platz,+49 30 8140030,52.5056902,13.3754496,0x47a850323fffffff:0x5a6b460cc41c4c1c,"https://www.google.com/maps/place/Holmes+Place+Fitness+-+Potsdamer+Platz/@52.5056902,13.3754496,17z/data=!4m8!3m7!1s0x47a850323fffffff:0x5a6b460cc41c4c1c!8m2!3d52.5056902!4d13.3754496!9m1!1b1!16s%2Fg%2F1hc78lz4k?entry=ttu&g_ep=EgoyMDI2MDYyOS4wIKXMDSoASAFQAw%3D%3D",2026-07-01T11:57:11.094Z
Zahnzentrum Mitte - Dein Zahnarzt in Berlin Mitte,Zahnarzt,Gesundheit,Berlin,10555,,"Alt-Moabit 82, 10555 Berlin, Deutschland",https://lh3.googleusercontent.com/gps-cs-s/APNQkAFoU1OyNOAoRaN1f7zuzan5G8cnx6Nm-dKVwDOSxX42qMD3ixAUjzTBvN5S_wkk6FQYABCs1H0xg3KKNtd9LtV0fpXvw3HOSAA_Oz65o1GLUONVli1s9FVW_8c7QSFM-4Bl-0o=w408-h612-k-no,4.9,234,"{""oneStar"":4,""twoStar"":2,""threeStar"":2,""fourStar"":1,""fiveStar"":225}",21,50,4.2,4.44,4.65,21 bis 50 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt,https://zahnzentrum-mitte.de/,+49 30 3913750,52.5246593,13.335865,0x47a8510c30f23b3b:0xdf4c64cc60178a9e,"https://www.google.com/maps/place/Zahnzentrum+Mitte+-+Dein+Zahnarzt+in+Berlin+Mitte/@52.5246593,13.335865,17z/data=!4m8!3m7!1s0x47a8510c30f23b3b:0xdf4c64cc60178a9e!8m2!3d52.5246593!4d13.335865!9m1!1b1!16s%2Fg%2F1tsr26tm?entry=ttu&g_ep=EgoyMDI2MDYyOS4wIKXMDSoASAFQAw%3D%3D",2026-07-01T12:02:19.890Z
Torhaus - Ihre Zahnärzte in Berlin Mitte,Zahnarzt,Gesundheit,Berlin,10115,,"Robert-Koch-Platz 11, 10115 Berlin, Deutschland",https://lh3.googleusercontent.com/gps-cs-s/APNQkAFAQcImgm0cwLsF-k36-9GG2V0QZj--2VepyNi58TWmCflzZksk7-SXb6hHFm6EtEaUOUtseNlerdLbjwYb4V9KXNye3jTUWSuTKw7ArAPBXrcltBlrs2MRrhn8UJFJ_T9of4vUmNllheql=w408-h408-k-no,4.9,251,"{""oneStar"":5,""twoStar"":0,""threeStar"":2,""fourStar"":5,""fiveStar"":239}",21,50,4.24,4.47,4.66,21 bis 50 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt,https://www.zahnarzt-torhaus.de/,+49 30 959999400,52.5284086,13.3784512,0x47a85194c796e7fb:0x88f861aa25b00e77,"https://www.google.com/maps/place/Torhaus+-+Ihre+Zahn%C3%A4rzte+in+Berlin+Mitte/@52.5284086,13.3784512,17z/data=!4m8!3m7!1s0x47a85194c796e7fb:0x88f861aa25b00e77!8m2!3d52.5284086!4d13.3784512!9m1!1b1!16s%2Fg%2F113jfd1w9?entry=ttu&g_ep=EgoyMDI2MDYyOS4wIKXMDSoASAFQAw%3D%3D",2026-07-01T12:01:27.662Z
Gansel Rechtsanwälte,Rechtsanwalt,Recht & Beratung,Berlin,10179,,"Wallstraße 59, 10179 Berlin, Deutschland",https://lh3.googleusercontent.com/gps-cs-s/APNQkAG2mNG4gDAsbULcF352RCQeYpFfEin2FAnO0tWaN-kgqRMUFdocNMModDBSwMwDgYH_tK9mzbTPRPFWx-gDT_NktyVqdgXHs51mG1EwtZJbBdqrfK4g39pwXR0pOzNV9U8px6Ga=w408-h255-k-no,4.5,816,"{""oneStar"":80,""twoStar"":5,""threeStar"":11,""fourStar"":50,""fiveStar"":670}",21,50,4.3,4.38,4.44,21 bis 50 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt,http://gansel-rechtsanwaelte.de/,+49 30 2266740,52.5134525,13.4128143,0x47a851c36b0d65e9:0xd342fd391176a1ec,"https://www.google.com/maps/place/Gansel+Rechtsanw%C3%A4lte/@52.5134525,13.4128143,17z/data=!4m8!3m7!1s0x47a851c36b0d65e9:0xd342fd391176a1ec!8m2!3d52.5134525!4d13.4128143!9m1!1b1!16s%2Fg%2F1tfkvbl6?entry=ttu&g_ep=EgoyMDI2MDYyOS4wIKXMDSoASAFQAw%3D%3D",2026-07-01T12:05:56.720Z
Restaurant Dae Mon,Restaurant mit Fusionsküche,Gastronomie & Hotel,Berlin,10178,,"Monbijoupl. 11, 10178 Berlin, Deutschland",https://lh3.googleusercontent.com/gps-cs-s/APNQkAGS1R50FbrbJLXJTwALhBLGyCx_maJYrmidoR1C8H_-HZ7EenMQhxzMXlaG4tl77347PFBLbW92Q1IhTI_WeE_DXk9uNKE6PuWPqWi9IxtmFjKiZLXKv5NDWLDI-sjiUvzNHgAO=w408-h279-k-no,4.8,800,"{""oneStar"":4,""twoStar"":5,""threeStar"":8,""fourStar"":111,""fiveStar"":672}",21,50,4.58,4.66,4.73,21 bis 50 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt,https://dae-mon.com/,+49 30 26304811,52.5227699,13.399358,0x47a851e74e032c31:0x25dc3e501793aacf,"https://www.google.com/maps/place/Restaurant+Dae+Mon/@52.5227699,13.399358,17z/data=!3m1!5s0x47a851e74e76ce79:0xf03c29631d430c26!4m8!3m7!1s0x47a851e74e032c31:0x25dc3e501793aacf!8m2!3d52.5227699!4d13.399358!9m1!1b1!16s%2Fg%2F11b6hwzkdv?entry=ttu&g_ep=EgoyMDI2MDYyOS4wIKXMDSoASAFQAw%3D%3D",2026-07-01T11:59:52.921Z
Rein-Cars Berlin,Gebrauchtwagenhändler,Sonstige,Berlin,13088,,"Roelckestraße 77-80, 13088 Berlin-Bezirk Pankow, Deutschland",https://lh3.googleusercontent.com/gps-cs-s/APNQkAFNffnm58ZkwAj29DI7FORGBkN4gScKWhEBf9GY3jsgRo0f0qhLOdQCtRnvksBqCYJ2Sj9tpk4zRwaDS2S1p4UAk3M82tkCKunKevwhvSZR5dQ2_oRz4TYvVffrScsRsPBRfpEw=w408-h306-k-no,4.8,63,"{""oneStar"":2,""twoStar"":1,""threeStar"":0,""fourStar"":4,""fiveStar"":56}",11,20,3.86,4.12,4.35,11 bis 20 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt,https://rein-cars.de/,+49 30 8632916445,52.5630258,13.460139,0x47a84da1218970c1:0x2d27879c6bf8d19a,"https://www.google.com/maps/place/Rein-Cars+Berlin/@52.5630258,13.460139,17z/data=!4m8!3m7!1s0x47a84da1218970c1:0x2d27879c6bf8d19a!8m2!3d52.5630258!4d13.460139!9m1!1b1!16s%2Fg%2F11jyj7c2qj?entry=ttu&g_ep=EgoyMDI2MDYyOS4wIKXMDSoASAFQAw%3D%3D",2026-07-01T12:11:46.696Z
Zahnarztpraxis Berlin Mitte Panorama1 - Elisabeth & Erik Hübner,Zahnarzt,Gesundheit,Berlin,10178,,"Panoramastraße 1, 10178 Berlin, Deutschland",https://lh3.googleusercontent.com/gps-cs-s/APNQkAG64GW2SkVeAxovwxvfA9zCjlDezgGloesXrAeydz9HFPqxJm3cMUVcwmetXYkpfzxkfk6YtlYlfMR2oiA4kU-NW8gCwIrasKwDyjofJ8McjN77b_kpVfwg8oEUIzvIJ5wa1tStJQ=w408-h272-k-no,4.8,102,"{""oneStar"":3,""twoStar"":1,""threeStar"":0,""fourStar"":1,""fiveStar"":97}",11,20,4.21,4.4,4.57,11 bis 20 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt,https://www.zahnarzt-praxis-berlin-mitte.de/,+49 30 24088100,52.5215811,13.4098219,0x47a84e1f912c6c59:0xd6cb4387b1e3fda6,"https://www.google.com/maps/place/Zahnarztpraxis+Berlin+Mitte+Panorama1+-+Elisabeth+%26+Erik+H%C3%BCbner/@52.5215811,13.4098219,16z/data=!4m8!3m7!1s0x47a84e1f912c6c59:0xd6cb4387b1e3fda6!8m2!3d52.5215811!4d13.4098219!9m1!1b1!16s%2Fg%2F1tdkwq4x?entry=ttu&g_ep=EgoyMDI2MDYyOS4wIKXMDSoASAFQAw%3D%3D",2026-07-01T12:00:47.619Z
Rex Tierarztpraxis Berlin-Friedrichshain,Tierarzt,Gesundheit,Berlin,10245,,"Revaler Str. 17, 10245 Berlin, Deutschland",https://lh3.googleusercontent.com/gps-cs-s/APNQkAElBcSpX0EouR6TVLYD2wMcwYTvvgZLMs1hJ5p8LDEF7vrgj6AtL-5LyCp5Eym0FirfCrT96HGBmLGLc2HFQ_pcDCaEoWB8XGnjlL9RDnKNSBD8_1AaKfiu6p4P9cGv3gS0qp17=w408-h271-k-no,4.6,548,"{""oneStar"":38,""twoStar"":19,""threeStar"":8,""fourStar"":11,""fiveStar"":472}",11,20,4.44,4.48,4.52,11 bis 20 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt,https://www.rex.app/praxen/rex-berlin-friedrichshain,+49 30 91734338,52.5072059,13.4575494,0x47a84f9be0f199a1:0x1bc2f105df77e470,"https://www.google.com/maps/place/Rex+Tierarztpraxis+Berlin-Friedrichshain/@52.5072059,13.4575494,17z/data=!4m8!3m7!1s0x47a84f9be0f199a1:0x1bc2f105df77e470!8m2!3d52.5072059!4d13.4575494!9m1!1b1!16s%2Fg%2F11vhg12w0x?entry=ttu&g_ep=EgoyMDI2MDYyOS4wIKXMDSoASAFQAw%3D%3D",2026-07-01T12:23:06.702Z
Die Praxis Mitte - Zahnarztpraxis Dr. Christina Erdmann & Dr. Anna Trojan,Zahnarzt,Gesundheit,Berlin,10178,,"Hinterhaus, Münzstraße 5, 10178 Berlin, Deutschland",https://lh3.googleusercontent.com/gps-cs-s/APNQkAGZN67cGVsItPMpKV21vmc59toYBtnyV45AtBAvXv8xd9vlXKO5Kqz4SndObQOWj1TO_3cwhJzsupDhW1YLS9r-jRq3pc_CGaa76YmiW_BVTiwodyVLyBIHU4414Aeb6UDE4Zie1Q=w408-h510-k-no,4.6,139,"{""oneStar"":7,""twoStar"":3,""threeStar"":6,""fourStar"":4,""fiveStar"":119}",11,20,4.16,4.31,4.43,11 bis 20 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt,https://www.die-praxis.berlin/,+49 30 40367600,52.5238491,13.4086274,0x47a84fed83b8b99b:0xfbe897eebf9bacf6,"https://www.google.com/maps/place/Die+Praxis+Mitte+-+Zahnarztpraxis+Dr.+Christina+Erdmann+%26+Dr.+Anna+Trojan/@52.5238491,13.4086274,17z/data=!3m1!5s0x47a84e1e282270f3:0xdb4244014febf03a!4m8!3m7!1s0x47a84fed83b8b99b:0xfbe897eebf9bacf6!8m2!3d52.5238491!4d13.4086274!9m1!1b1!16s%2Fg%2F11h42nzzh4?entry=ttu&g_ep=EgoyMDI2MDYyOS4wIKXMDSoASAFQAw%3D%3D",2026-07-01T12:01:55.111Z
"Tierarzt Berlin, vets for cats Berlin - Tierarztpraxis für Katzen",Tierarzt,Gesundheit,Berlin,10779,,"Bayerischer Pl. 2, 10779 Berlin-Bezirk Tempelhof-Schöneberg, Deutschland",https://lh3.googleusercontent.com/gps-cs-s/APNQkAHo7yaZr6N-2NjADhDIjTioBr2l4M7a2JYSSCRntdaMT0v-7lW7m6cohM0k7B7hdTeg_9ocZl7WIVShV4R4gt13D89J8wbboUqqPJo8YtxGgiI6TCI3uR3Y7p2MEUBoWE0rznXLlKDsozWn=w426-h240-k-no,4.7,341,"{""oneStar"":13,""twoStar"":5,""threeStar"":5,""fourStar"":19,""fiveStar"":299}",11,20,4.51,4.58,4.63,11 bis 20 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt,https://www.vetsforcats.de/,+49 30 34398877,52.4897329,13.3391583,0x47a8505c14dd0365:0x6592bbfb53015b3e,"https://www.google.com/maps/place/Tierarzt+Berlin,+vets+for+cats+Berlin+-+Tierarztpraxis+f%C3%BCr+Katzen/@52.4897329,13.3391583,17z/data=!4m8!3m7!1s0x47a8505c14dd0365:0x6592bbfb53015b3e!8m2!3d52.4897329!4d13.3391583!9m1!1b1!16s%2Fg%2F1ptvqbly0?entry=ttu&g_ep=EgoyMDI2MDYyOS4wIKXMDSoASAFQAw%3D%3D",2026-07-01T12:24:05.701Z
mgp Merla Ganschow & Partner Steuerberater,Steuerberater,Recht & Beratung,Berlin,10789,,"Tauentzienstraße 9-12, 10789 Berlin-Bezirk Charlottenburg-Wilmersdorf, Deutschland",https://lh3.googleusercontent.com/gps-cs-s/APNQkAH573zfeRk6hSlMrVacgPNoeXAOtGMe9hiW9CIsydnpuEn166cP0QpDROc4MwzIEeOxGFCxg9qoQAkTDFQZnJhMR99FUWeUeT9_evQb0upHxmSm5Y_g36qxk1BJ_-FmXyETkJq4=w408-h272-k-no,4.9,226,"{""oneStar"":1,""twoStar"":0,""threeStar"":1,""fourStar"":6,""fiveStar"":218}",11,20,4.63,4.73,4.81,11 bis 20 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt,https://www.mgp-steuerberater.de/,+49 30 609839370,52.5044156,13.3379755,0x47a850f8d1d16d03:0xcc4f02ad24df2e1c,"https://www.google.com/maps/place/mgp+Merla+Ganschow+%26+Partner+Steuerberater/@52.5044156,13.3379755,17z/data=!3m1!5s0x47a850559c69a03d:0x7edf0a3a40ab1bec!4m8!3m7!1s0x47a850f8d1d16d03:0xcc4f02ad24df2e1c!8m2!3d52.5044156!4d13.3379755!9m1!1b1!16s%2Fg%2F1tp0cq3b?entry=ttu&g_ep=EgoyMDI2MDYyOS4wIKXMDSoASAFQAw%3D%3D",2026-07-01T12:07:25.696Z
Sanft & Schön Kosmetikstudio,Schönheitssalon,Sonstige,Berlin,10115,,"Novalisstraße 1, 10115 Berlin, Deutschland",https://lh3.googleusercontent.com/gps-cs-s/APNQkAGa8_zeWfM3PIdOsD-7DvUmyvaPuT3_AcCskXqLHSK1YiycP8Vg5j0GP04Vk73yLXth61Z1WnfCI4GCmzDD4RC6MfezHs-70cvR0en5E2Lb5bIcumnGGMN5Q6zIX_uCUGE7WG7_OQ=w408-h305-k-no,4.9,301,"{""oneStar"":2,""twoStar"":0,""threeStar"":2,""fourStar"":8,""fiveStar"":289}",11,20,4.69,4.77,4.83,11 bis 20 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt,https://xn--sanft-schn-mcb.de/,+49 176 41519630,52.5278251,13.3892737,0x47a85175950ea719:0x808854baeaff277c,"https://www.google.com/maps/place/Sanft+%26+Sch%C3%B6n+Kosmetikstudio/@52.5278251,13.3892737,17z/data=!4m8!3m7!1s0x47a85175950ea719:0x808854baeaff277c!8m2!3d52.5278251!4d13.3892737!9m1!1b1!16s%2Fg%2F11ft_8xyt5?entry=ttu&g_ep=EgoyMDI2MDYyOS4wIKXMDSoASAFQAw%3D%3D",2026-07-01T12:18:09.733Z
CHECKPOINT DENTIST - Ihr Zahnarzt in Berlin Mitte,Zahnarzt,Gesundheit,Berlin,10969,,"Rudi-Dutschke-Straße 17, 10969 Berlin-Bezirk Friedrichshain-Kreuzberg, Deutschland",https://lh3.googleusercontent.com/gps-cs-s/APNQkAGSSimlYfjTpaLe3ZyiBOqETLWhmOpyilWZZnyvwDNshrMeWmxZSywd4vTpkDbMtQ8iz2x5uBnuF1MRWjOrWICKqrbLo_TfDYgxb-WpfZqLrhQP_Jl6BTPmKWVd_Kr1R2-Rj2E=w424-h240-k-no,4.9,87,"{""oneStar"":2,""twoStar"":0,""threeStar"":0,""fourStar"":2,""fiveStar"":83}",11,20,4.16,4.37,4.56,11 bis 20 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt,https://www.checkpoint-dentist.berlin/,+49 30 6913377,52.5067927,13.3937566,0x47a851d152667cf7:0x83199b4c7c8a30a6,"https://www.google.com/maps/place/CHECKPOINT+DENTIST+-+Ihr+Zahnarzt+in+Berlin+Mitte/@52.5067927,13.3937566,17z/data=!3m1!5s0x47a851d6a6b94d8f:0x9323a676b5125bed!4m8!3m7!1s0x47a851d152667cf7:0x83199b4c7c8a30a6!8m2!3d52.5067927!4d13.3937566!9m1!1b1!16s%2Fg%2F1tz74_wf?entry=ttu&g_ep=EgoyMDI2MDYyOS4wIKXMDSoASAFQAw%3D%3D",2026-07-01T12:01:09.619Z
Dentists | Cinderella Kolarikal | Zahnärzte in der Rochstraße,Zahnarzt,Gesundheit,Berlin,10178,,"Rochstraße 1, 10178 Berlin, Deutschland",https://lh3.googleusercontent.com/gps-cs-s/APNQkAH7QqpyMfyCfn1itp2ivk6QqqxyMBgr1txiV8DjGERQhe0MzEgMeRaEpD7C_dhVSZVds2EN-beG2rDb5GvoK7VPS708lkFQK08jA_gb6oF9v60wyDA-uqIg5waTnrMuSJ8eRrmY=w408-h544-k-no,4.9,35,"{""oneStar"":1,""twoStar"":0,""threeStar"":0,""fourStar"":0,""fiveStar"":34}",11,20,3.47,3.85,4.2,11 bis 20 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt,https://www.dentists-zahnarzt-berlin.de/,+49 30 2821385,52.5243745,13.4074774,0x47a851f6eec5723d:0x460e9d22fa1a8222,"https://www.google.com/maps/place/Dentists+%7C+Cinderella+Kolarikal+%7C+Zahn%C3%A4rzte+in+der+Rochstra%C3%9Fe/@52.5243745,13.4074774,17z/data=!3m1!5s0x47a851e1d76f91f1:0x21ad3e0013384faf!4m8!3m7!1s0x47a851f6eec5723d:0x460e9d22fa1a8222!8m2!3d52.5243745!4d13.4074774!9m1!1b1!16s%2Fg%2F11r4m1g9_g?entry=ttu&g_ep=EgoyMDI2MDYyOS4wIKXMDSoASAFQAw%3D%3D",2026-07-01T12:00:38.591Z
Living in Berlin - my pink Immobilien GmbH,Immobilienagentur,Immobilien,Berlin,12623,,"Hönower Str. 72, 12623 Berlin-Bezirk Marzahn-Hellersdorf, Deutschland",https://lh3.googleusercontent.com/gps-cs-s/APNQkAEv7aJAIh-g5o68g4kL5cT7B3d5H7Iauic2FAT9i21DKjbxJRrxDvXZ6_f2hSFU2ZpUGBzI4D4qNfAvjCMOgMsA8sbaL4jrKX3gNlWgn8bVarBgVdG1hcjTpS8tLOmBV0eAfu3axg=w408-h272-k-no,4.9,178,"{""oneStar"":1,""twoStar"":0,""threeStar"":0,""fourStar"":6,""fiveStar"":171}",11,20,4.55,4.67,4.77,11 bis 20 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt,https://www.livinginberlin.de/,+49 30 51487800,52.511054,13.61276,0x47a9b475648bcb17:0x573762f50cdd4534,"https://www.google.com/maps/place/Living+in+Berlin+-+my+pink+Immobilien+GmbH/@52.511054,13.61276,17z/data=!4m8!3m7!1s0x47a9b475648bcb17:0x573762f50cdd4534!8m2!3d52.511054!4d13.61276!9m1!1b1!16s%2Fg%2F11_t5hsc8?entry=ttu&g_ep=EgoyMDI2MDYyOS4wIKXMDSoASAFQAw%3D%3D",2026-07-01T12:21:56.705Z